Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
562	1.0000	1.4184	1.4514
563	1.0000	1.4184	1.4514
564	1.0000	1.4184	1.4514
565	1.0000	1.4184	1.4514
566	1.0000	1.4184	1.4514
567	1.0000	1.4184	1.4514
568	0.0000	0.0000	0.0000
569	1.0000	1.4184	1.4514
570	0.0000	0.0000	0.0000
571	1.0000	1.4184	1.4514
572	1.0000	1.4184	1.4514
573	0.0000	0.0000	0.0000
574	1.0000	1.4184	1.4514
575	1.0000	1.4184	1.4514
576	0.0000	0.0000	0.0000
577	1.0000	1.4184	1.4514
578	1.0000	1.4184	1.4514
579	1.0000	1.4184	1.4514
580	0.0000	0.0000	0.0000
581	1.0000	1.4184	1.4514
582	1.0000	1.4184	1.4514
583	0.0000	0.0000	0.0000
584	1.0000	1.4184	1.4514
585	0.0000	0.0000	0.0000
586	0.0000	0.0000	0.0000
587	1.0000	1.4184	1.4514
588	1.0000	1.4184	1.4514
589	1.0000	1.4184	1.4514
590	1.0000	1.4184	1.4514
591	1.0000	1.4184	1.4514
592	1.0000	1.4184	1.4514
593	0.0000	0.0000	0.0000
594	1.0000	1.4184	1.4514
595	0.0000	0.0000	0.0000
596	1.0000	1.4184	1.4514
597	0.0000	0.0000	0.0000
598	1.0000	1.4184	1.4514
599	1.0000	1.4184	1.4514
600	1.0000	1.4184	1.4514
601	1.0000	1.4184	1.4514
602	0.0000	0.0000	0.0000
603	1.0000	1.4184	1.4514
604	1.0000	1.4184	1.4514
605	1.0000	1.4184	1.4514
606	1.0000	1.4184	1.4514
607	1.0000	1.4184	1.4514
608	1.0000	1.4184	1.4514
609	1.0000	1.4184	1.4514
610	1.0000	1.4184	1.4514
611	0.0000	0.0000	0.0000
612	1.0000	1.4184	1.4514
613	0.0000	0.0000	0.0000
614	0.0000	0.0000	0.0000
615	1.0000	1.4184	1.4514
616	0.0000	0.0000	0.0000
617	0.0000	0.0000	0.0000
618	0.0000	0.0000	0.0000
619	1.0000	1.4184	1.4514
620	0.0000	0.0000	0.0000
621	1.0000	1.4184	1.4514
622	1.0000	1.4184	1.4514
623	1.0000	1.4184	1.4514
624	1.0000	1.4184	1.4514
625	0.0000	0.0000	0.0000
626	1.0000	1.4184	1.4514
627	1.0000	1.4184	1.4514
628	1.0000	1.4184	1.4514
629	0.0000	0.0000	0.0000
630	0.0000	0.0000	0.0000
631	0.0000	0.0000	0.0000
632	1.0000	1.4184	1.4514
633	0.0000	0.0000	0.0000
634	0.0000	0.0000	0.0000
635	1.0000	1.4184	1.4514
636	1.0000	1.4184	1.4514
637	1.0000	1.4184	1.4514
638	1.0000	1.4184	1.4514
639	0.0000	0.0000	0.0000
640	0.0000	0.0000	0.0000
641	1.0000	1.4184	1.4514
642	0.0000	0.0000	0.0000
643	1.0000	1.4184	1.4514
644	1.0000	1.4184	1.4514
645	1.0000	1.4184	1.4514
646	0.0000	0.0000	0.0000
647	0.0000	0.0000	0.0000
648	1.0000	1.4184	1.4514
649	0.0000	0.0000	0.0000
650	1.0000	1.4184	1.4514
651	1.0000	1.4184	1.4514
652	1.0000	1.4184	1.4514
653	1.0000	1.4184	1.4514
654	1.0000	1.4184	1.4514
655	1.0000	1.4184	1.4514
656	1.0000	1.4184	1.4514
657	1.0000	1.4184	1.4514
658	1.0000	1.4184	1.4514
659	1.0000	1.4184	1.4514
660	1.0000	1.4184	1.4514
661	1.0000	1.4184	1.4514
662	0.0000	0.0000	0.0000
663	1.0000	1.4184	1.4514
664	1.0000	1.4184	1.4514
665	0.0000	0.0000	0.0000
666	0.0000	0.0000	0.0000
667	1.0000	1.4184	1.4514
668	1.0000	1.4184	1.4514
669	1.0000	1.4184	1.4514
670	0.0000	0.0000	0.0000
671	1.0000	1.4184	1.4514
672	1.0000	1.4184	1.4514
673	1.0000	1.4184	1.4514
674	1.0000	1.4184	1.4514
675	0.0000	0.0000	0.0000
676	1.0000	1.4184	1.4514
677	1.0000	1.4184	1.4514
678	1.0000	1.4184	1.4514
679	1.0000	1.4184	1.4514
680	1.0000	1.4184	1.4514
681	1.0000	1.4184	1.4514
682	0.0000	0.0000	0.0000
683	0.0000	0.0000	0.0000
684	0.0000	0.0000	0.0000
685	1.0000	1.4184	1.4514
686	0.0000	0.0000	0.0000
687	1.0000	1.4184	1.4514
688	1.0000	1.4184	1.4514
689	1.0000	1.4184	1.4514
690	0.0000	0.0000	0.0000
691	1.0000	1.4184	1.4514
692	1.0000	1.4184	1.4514
693	1.0000	1.4184	1.4514
694	0.0000	0.0000	0.0000
695	1.0000	1.4184	1.4514
696	0.0000	0.0000	0.0000
697	0.0000	0.0000	0.0000
698	1.0000	1.4184	1.4514
699	0.0000	0.0000	0.0000
700	1.0000	1.4184	1.4514
701	1.0000	1.4184	1.4514
702	1.0000	1.4184	1.4514
703	1.0000	1.4184	1.4514
704	1.0000	1.4184	1.4514
705	0.0000	0.0000	0.0000
706	1.0000	1.4184	1.4514
707	1.0000	1.4184	1.4514
708	1.0000	1.4184	1.4514
709	1.0000	1.4184	1.4514
710	1.0000	1.4184	1.4514
711	1.0000	1.4184	1.4514
712	0.0000	0.0000	0.0000
713	1.0000	1.4184	1.4514
714	1.0000	1.4184	1.4514
715	1.0000	1.4184	1.4514
716	1.0000	1.4184	1.4514
717	1.0000	1.4184	1.4514
718	1.0000	1.4184	1.4514
719	0.0000	0.0000	0.0000
720	1.0000	1.4184	1.4514
721	0.0000	0.0000	0.0000
722	1.0000	1.4184	1.4514
723	0.0000	0.0000	0.0000
724	0.0000	0.0000	0.0000
725	1.0000	1.4184	1.4514
726	1.0000	1.4184	1.4514
727	1.0000	1.4184	1.4514
728	1.0000	1.4184	1.4514
729	1.0000	1.4184	1.4514
730	1.0000	1.4184	1.4514
731	1.0000	1.4184	1.4514
732	1.0000	1.4184	1.4514
733	1.0000	1.4184	1.4514
734	1.0000	1.4184	1.4514
735	1.0000	1.4184	1.4514
736	1.0000	1.4184	1.4514
737	1.0000	1.4184	1.4514
738	0.0000	0.0000	0.0000
739	0.0000	0.0000	0.0000
740	1.0000	1.4184	1.4514
741	1.0000	1.4184	1.4514
742	0.0000	0.0000	0.0000
743	1.0000	1.4184	1.4514
744	0.0000	0.0000	0.0000
745	1.0000	1.4184	1.4514
746	1.0000	1.4184	1.4514
747	1.0000	1.4184	1.4514
748	1.0000	1.4184	1.4514
749	0.0000	0.0000	0.0000
750	1.0000	1.4184	1.4514
751	1.0000	1.4184	1.4514
752	1.0000	1.4184	1.4514
753	0.0000	0.0000	0.0000
754	1.0000	1.4184	1.4514
755	1.0000	1.4184	1.4514
756	1.0000	1.4184	1.4514
757	0.0000	0.0000	0.0000
758	1.0000	1.4184	1.4514
759	1.0000	1.4184	1.4514
760	1.0000	1.4184	1.4514
761	1.0000	1.4184	1.4514
762	1.0000	1.4184	1.4514
763	1.0000	1.4184	1.4514
764	1.0000	1.4184	1.4514
765	1.0000	1.4184	1.4514
766	1.0000	1.4184	1.4514
767	1.0000	1.4184	1.4514
768	1.0000	1.4184	1.4514
769	1.0000	1.4184	1.4514
770	1.0000	1.4184	1.4514
771	1.0000	1.4184	1.4514
772	1.0000	1.4184	1.4514
773	0.0000	0.0000	0.0000
774	0.0000	0.0000	0.0000
775	1.0000	1.4184	1.4514
776	1.0000	1.4184	1.4514
777	1.0000	1.4184	1.4514
778	0.0000	0.0000	0.0000
779	1.0000	1.4184	1.4514
780	1.0000	1.4184	1.4514
781	0.0000	0.0000	0.0000
782	1.0000	1.4184	1.4514
783	1.0000	1.4184	1.4514
784	0.0000	0.0000	0.0000
785	1.0000	1.4184	1.4514
786	1.0000	1.4184	1.4514
787	1.0000	1.4184	1.4514
788	1.0000	1.4184	1.4514
789	1.0000	1.4184	1.4514
790	1.0000	1.4184	1.4514
791	0.0000	0.0000	0.0000
792	0.0000	0.0000	0.0000
793	0.0000	0.0000	0.0000
794	0.0000	0.0000	0.0000
795	0.0000	0.0000	0.0000
796	1.0000	1.4184	1.4514
797	1.0000	1.4184	1.4514
798	1.0000	1.4184	1.4514
799	0.0000	0.0000	0.0000
800	1.0000	1.4184	1.4514
801	1.0000	1.4184	1.4514
802	1.0000	1.4184	1.4514
803	1.0000	1.4184	1.4514
804	0.0000	0.0000	0.0000
805	0.0000	0.0000	0.0000
806	1.0000	1.4184	1.4514
807	1.0000	1.4184	1.4514
808	0.0000	0.0000	0.0000
809	1.0000	1.4184	1.4514
810	1.0000	1.4184	1.4514
811	1.0000	1.4184	1.4514
812	1.0000	1.4184	1.4514
813	0.0000	0.0000	0.0000
814	0.0000	0.0000	0.0000
815	1.0000	1.4184	1.4514
816	1.0000	1.4184	1.4514
817	0.0000	0.0000	0.0000
818	0.0000	0.0000	0.0000
819	1.0000	1.4184	1.4514
