OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hominid_mean	Nasonia2_mean	Mosquito_mean	Peromyscus_mean	Drosophila2_mean
k__Bacteria;p__Planctomycetes	45.7945287709	2.71764431132e-09	6.00742426712e-09	1.14141061075e-07	0.000152653019988	6.7988275229e-06	5.43385744619e-05	0.0	0.000202029938964
k__Bacteria;p__OP3	44.2746138084	5.62603687826e-09	1.18146774444e-08	2.36293548887e-07	0.0	0.00024477326006	0.0	0.0	0.000197444800144
k__Bacteria;p__Nitrospirae	41.1247823681	2.53258420953e-08	5.06516841905e-08	1.063685368e-06	0.0	0.0	0.0	0.0	0.000176802217776
k__Bacteria;p__Chloroflexi	38.3656093742	9.41879391268e-08	1.79813338333e-07	3.95589344333e-06	6.68373990568e-05	0.000213615105069	5.87640284904e-05	0.0	0.000307886218714
k__Bacteria;p__Armatimonadetes	26.867818637	2.11403067681e-05	3.8604038446e-05	0.000887892884259	1.74428692464e-05	7.68325110884e-05	0.0	0.0	6.51463382931e-05
k__Bacteria;p__Fusobacteria	26.3928609982	2.63658765348e-05	4.61402839358e-05	0.00110736681446	0.000369425250643	0.000926110270349	0.00048037417021	0.0	0.000387653692
k__Bacteria;p__Elusimicrobia	24.4869336834	6.37869152101e-05	0.000107162017553	0.00267905043882	0.000260918249455	0.000311776283624	7.16961060949e-05	0.000635783528526	0.000187987661373
k__Bacteria;p__Synergistetes	21.9767805143	0.000202564631541	0.000327219789413	0.00850771452474	8.40919879263e-05	0.000122536128133	7.14098194926e-06	3.61141206212e-05	8.66908129196e-06
k__Bacteria;p__Chlorobi	21.2853074402	0.000277975293386	0.000432406011934	0.0116749623222	6.52102895103e-07	6.19502864869e-05	0.0	0.0	0.000183956879136
k__Bacteria;p__FCPU426	11.6202864687	0.0204100045045	0.0306150067567	0.857220189188	0.0	0.0	0.0	0.0	7.70670014344e-05
k__Bacteria;p__[Thermi]	10.7859302887	0.0290781875463	0.0391268249187	1.0	1.22537412066e-05	0.000216817138222	0.000172807748696	0.0	5.15027889128e-05
k__Bacteria;p__AD3	10.6538461538	0.0307425052933	0.0391268249187	1.0	4.69919953835e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlamydiae	10.6538461538	0.0307425052933	0.0391268249187	1.0	4.40103653212e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__GAL15	10.6538461538	0.0307425052933	0.0391268249187	1.0	9.3983990767e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__OP9	10.6538461538	0.0307425052933	0.0391268249187	1.0	2.04855065041e-06	0.0	0.0	0.0	0.0
k__Bacteria;Other	10.4426359947	0.0335964048459	0.0415014412802	1.0	1.65813963842e-05	2.03476996965e-05	7.13609939296e-06	4.93796482793e-05	0.000185902683803
k__Bacteria;p__SR1	9.51134164614	0.0495147227585	0.0594176673103	1.0	0.0	0.0	1.07199403891e-05	0.0	6.07588753781e-05
k__Bacteria;p__FBP	9.20994106263	0.056060897016	0.0654043798519	1.0	1.86518566668e-06	2.48636040447e-05	8.70708495503e-06	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	7.93456076419	0.0940049443543	0.106708315213	1.0	2.50679625479e-06	0.000268484436106	2.33883041561e-05	0.0	0.000111122177429
k__Bacteria;p__NC10	6.92610116187	0.13984535669	0.15060269182	1.0	0.0	0.0	0.0	0.0	0.000128338162138
k__Bacteria;p__Thermotogae	6.92610116187	0.13984535669	0.15060269182	1.0	0.0	0.0	0.0	0.0	6.19939334395e-06
k__Bacteria;p__TM6	4.60214511949	0.330606931968	0.347137278567	1.0	0.0	0.0	0.0	0.0	2.14038164795e-05
k__Bacteria;p__	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Kazan-3B-28	nan	nan	1.0	nan	0.0	0.0	0.0	0.0	0.0
