Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
440	4.5000	0.9579	0.9611
441	3.5000	0.7450	0.7475
442	4.5000	0.9579	0.9611
443	4.5000	0.9579	0.9611
444	4.5000	0.9579	0.9611
445	4.5000	0.9579	0.9611
446	4.5000	0.9579	0.9611
447	4.5000	0.9579	0.9611
448	4.5000	0.9579	0.9611
449	3.5000	0.7450	0.7475
450	4.5000	0.9579	0.9611
451	3.5000	0.7450	0.7475
452	4.5000	0.9579	0.9611
453	3.5000	0.7450	0.7475
454	4.5000	0.9579	0.9611
455	4.5000	0.9579	0.9611
456	3.5000	0.7450	0.7475
457	4.5000	0.9579	0.9611
458	4.5000	0.9579	0.9611
459	4.5000	0.9579	0.9611
460	4.5000	0.9579	0.9611
461	4.5000	0.9579	0.9611
462	4.5000	0.9579	0.9611
463	4.5000	0.9579	0.9611
464	4.5000	0.9579	0.9611
465	4.5000	0.9579	0.9611
466	3.5000	0.7450	0.7475
467	4.5000	0.9579	0.9611
468	4.5000	0.9579	0.9611
469	4.5000	0.9579	0.9611
470	4.5000	0.9579	0.9611
471	4.5000	0.9579	0.9611
472	4.5000	0.9579	0.9611
473	4.5000	0.9579	0.9611
474	4.5000	0.9579	0.9611
475	4.5000	0.9579	0.9611
476	4.5000	0.9579	0.9611
477	4.5000	0.9579	0.9611
478	4.5000	0.9579	0.9611
479	4.5000	0.9579	0.9611
480	3.5000	0.7450	0.7475
481	4.5000	0.9579	0.9611
482	4.5000	0.9579	0.9611
483	3.5000	0.7450	0.7475
484	3.5000	0.7450	0.7475
485	4.5000	0.9579	0.9611
486	3.5000	0.7450	0.7475
487	3.5000	0.7450	0.7475
488	4.5000	0.9579	0.9611
489	4.5000	0.9579	0.9611
490	4.5000	0.9579	0.9611
491	4.5000	0.9579	0.9611
492	4.5000	0.9579	0.9611
493	4.5000	0.9579	0.9611
494	4.5000	0.9579	0.9611
495	3.5000	0.7450	0.7475
496	4.5000	0.9579	0.9611
497	4.5000	0.9579	0.9611
498	4.5000	0.9579	0.9611
499	4.5000	0.9579	0.9611
500	4.5000	0.9579	0.9611
501	4.5000	0.9579	0.9611
502	4.5000	0.9579	0.9611
503	4.5000	0.9579	0.9611
504	4.5000	0.9579	0.9611
505	4.5000	0.9579	0.9611
506	4.5000	0.9579	0.9611
507	2.5000	0.5321	0.5340
508	4.5000	0.9579	0.9611
509	3.5000	0.7450	0.7475
510	4.5000	0.9579	0.9611
511	4.5000	0.9579	0.9611
512	4.5000	0.9579	0.9611
513	4.5000	0.9579	0.9611
514	4.5000	0.9579	0.9611
515	2.5000	0.5321	0.5340
516	3.5000	0.7450	0.7475
517	4.5000	0.9579	0.9611
518	4.5000	0.9579	0.9611
519	4.5000	0.9579	0.9611
520	4.5000	0.9579	0.9611
521	4.5000	0.9579	0.9611
522	4.5000	0.9579	0.9611
523	4.5000	0.9579	0.9611
524	4.5000	0.9579	0.9611
525	3.5000	0.7450	0.7475
526	4.5000	0.9579	0.9611
527	4.5000	0.9579	0.9611
528	4.5000	0.9579	0.9611
529	4.5000	0.9579	0.9611
530	4.5000	0.9579	0.9611
531	4.5000	0.9579	0.9611
532	4.5000	0.9579	0.9611
533	4.5000	0.9579	0.9611
534	4.5000	0.9579	0.9611
535	4.5000	0.9579	0.9611
536	4.5000	0.9579	0.9611
537	4.5000	0.9579	0.9611
538	4.5000	0.9579	0.9611
539	4.5000	0.9579	0.9611
540	4.5000	0.9579	0.9611
541	3.5000	0.7450	0.7475
542	4.5000	0.9579	0.9611
543	4.5000	0.9579	0.9611
544	4.5000	0.9579	0.9611
545	4.5000	0.9579	0.9611
546	3.5000	0.7450	0.7475
547	4.5000	0.9579	0.9611
548	4.5000	0.9579	0.9611
549	4.5000	0.9579	0.9611
550	4.5000	0.9579	0.9611
551	4.5000	0.9579	0.9611
552	4.5000	0.9579	0.9611
553	4.5000	0.9579	0.9611
554	4.5000	0.9579	0.9611
555	4.5000	0.9579	0.9611
556	4.5000	0.9579	0.9611
557	4.5000	0.9579	0.9611
558	4.5000	0.9579	0.9611
559	3.5000	0.7450	0.7475
560	4.5000	0.9579	0.9611
561	4.5000	0.9579	0.9611
562	4.5000	0.9579	0.9611
563	4.5000	0.9579	0.9611
564	3.5000	0.7450	0.7475
565	4.5000	0.9579	0.9611
566	4.5000	0.9579	0.9611
567	3.5000	0.7450	0.7475
568	4.5000	0.9579	0.9611
569	4.5000	0.9579	0.9611
570	2.5000	0.5321	0.5340
571	4.5000	0.9579	0.9611
572	4.5000	0.9579	0.9611
573	4.5000	0.9579	0.9611
574	4.5000	0.9579	0.9611
575	4.5000	0.9579	0.9611
576	4.5000	0.9579	0.9611
577	4.5000	0.9579	0.9611
578	4.5000	0.9579	0.9611
579	3.5000	0.7450	0.7475
580	4.5000	0.9579	0.9611
581	4.5000	0.9579	0.9611
582	4.5000	0.9579	0.9611
583	4.5000	0.9579	0.9611
584	4.5000	0.9579	0.9611
585	4.5000	0.9579	0.9611
586	3.5000	0.7450	0.7475
587	4.5000	0.9579	0.9611
588	2.5000	0.5321	0.5340
589	4.5000	0.9579	0.9611
590	4.5000	0.9579	0.9611
591	4.5000	0.9579	0.9611
592	4.5000	0.9579	0.9611
593	4.5000	0.9579	0.9611
594	1.5000	0.3193	0.3204
595	4.5000	0.9579	0.9611
596	4.5000	0.9579	0.9611
597	4.5000	0.9579	0.9611
598	4.5000	0.9579	0.9611
599	4.5000	0.9579	0.9611
600	4.5000	0.9579	0.9611
601	3.5000	0.7450	0.7475
602	4.5000	0.9579	0.9611
603	3.5000	0.7450	0.7475
604	4.5000	0.9579	0.9611
605	4.5000	0.9579	0.9611
606	4.5000	0.9579	0.9611
607	4.5000	0.9579	0.9611
608	4.5000	0.9579	0.9611
609	4.5000	0.9579	0.9611
610	4.5000	0.9579	0.9611
611	4.5000	0.9579	0.9611
612	4.5000	0.9579	0.9611
613	4.5000	0.9579	0.9611
614	4.5000	0.9579	0.9611
615	3.5000	0.7450	0.7475
616	3.5000	0.7450	0.7475
617	3.5000	0.7450	0.7475
618	3.5000	0.7450	0.7475
619	4.5000	0.9579	0.9611
620	4.5000	0.9579	0.9611
621	2.5000	0.5321	0.5340
622	4.5000	0.9579	0.9611
623	4.5000	0.9579	0.9611
624	4.5000	0.9579	0.9611
625	3.5000	0.7450	0.7475
626	4.5000	0.9579	0.9611
627	4.5000	0.9579	0.9611
628	4.5000	0.9579	0.9611
629	4.5000	0.9579	0.9611
630	4.5000	0.9579	0.9611
631	4.5000	0.9579	0.9611
632	4.5000	0.9579	0.9611
633	4.5000	0.9579	0.9611
634	4.5000	0.9579	0.9611
635	4.5000	0.9579	0.9611
636	4.5000	0.9579	0.9611
637	4.5000	0.9579	0.9611
638	3.5000	0.7450	0.7475
639	4.5000	0.9579	0.9611
640	4.5000	0.9579	0.9611
641	4.5000	0.9579	0.9611
642	4.5000	0.9579	0.9611
643	3.5000	0.7450	0.7475
644	4.5000	0.9579	0.9611
645	4.5000	0.9579	0.9611
646	4.5000	0.9579	0.9611
647	4.5000	0.9579	0.9611
648	4.5000	0.9579	0.9611
649	3.5000	0.7450	0.7475
650	4.5000	0.9579	0.9611
651	2.5000	0.5321	0.5340
652	4.5000	0.9579	0.9611
653	4.5000	0.9579	0.9611
654	3.5000	0.7450	0.7475
655	4.5000	0.9579	0.9611
656	4.5000	0.9579	0.9611
657	4.5000	0.9579	0.9611
658	3.5000	0.7450	0.7475
659	4.5000	0.9579	0.9611
660	4.5000	0.9579	0.9611
661	4.5000	0.9579	0.9611
662	4.5000	0.9579	0.9611
663	4.5000	0.9579	0.9611
664	4.5000	0.9579	0.9611
665	4.5000	0.9579	0.9611
666	4.5000	0.9579	0.9611
667	3.5000	0.7450	0.7475
668	4.5000	0.9579	0.9611
669	3.5000	0.7450	0.7475
670	4.5000	0.9579	0.9611
671	4.5000	0.9579	0.9611
672	4.5000	0.9579	0.9611
673	3.5000	0.7450	0.7475
674	4.5000	0.9579	0.9611
675	4.5000	0.9579	0.9611
676	4.5000	0.9579	0.9611
677	4.5000	0.9579	0.9611
678	4.5000	0.9579	0.9611
679	3.5000	0.7450	0.7475
680	4.5000	0.9579	0.9611
681	4.5000	0.9579	0.9611
682	4.5000	0.9579	0.9611
683	4.5000	0.9579	0.9611
684	4.5000	0.9579	0.9611
685	4.5000	0.9579	0.9611
686	4.5000	0.9579	0.9611
687	4.5000	0.9579	0.9611
688	3.5000	0.7450	0.7475
689	4.5000	0.9579	0.9611
690	4.5000	0.9579	0.9611
691	4.5000	0.9579	0.9611
692	4.5000	0.9579	0.9611
693	4.5000	0.9579	0.9611
694	4.5000	0.9579	0.9611
695	4.5000	0.9579	0.9611
696	2.5000	0.5321	0.5340
697	4.5000	0.9579	0.9611
698	4.5000	0.9579	0.9611
699	4.5000	0.9579	0.9611
700	4.5000	0.9579	0.9611
701	4.5000	0.9579	0.9611
702	4.5000	0.9579	0.9611
703	4.5000	0.9579	0.9611
704	4.5000	0.9579	0.9611
705	4.5000	0.9579	0.9611
706	4.5000	0.9579	0.9611
707	4.5000	0.9579	0.9611
708	4.5000	0.9579	0.9611
709	4.5000	0.9579	0.9611
710	4.5000	0.9579	0.9611
711	4.5000	0.9579	0.9611
712	2.5000	0.5321	0.5340
713	4.5000	0.9579	0.9611
714	3.5000	0.7450	0.7475
715	4.5000	0.9579	0.9611
716	4.5000	0.9579	0.9611
717	4.5000	0.9579	0.9611
718	4.5000	0.9579	0.9611
719	4.5000	0.9579	0.9611
720	3.5000	0.7450	0.7475
721	3.5000	0.7450	0.7475
722	4.5000	0.9579	0.9611
723	4.5000	0.9579	0.9611
724	4.5000	0.9579	0.9611
725	3.5000	0.7450	0.7475
726	4.5000	0.9579	0.9611
727	4.5000	0.9579	0.9611
728	4.5000	0.9579	0.9611
729	4.5000	0.9579	0.9611
730	4.5000	0.9579	0.9611
731	3.5000	0.7450	0.7475
732	4.5000	0.9579	0.9611
733	4.5000	0.9579	0.9611
734	4.5000	0.9579	0.9611
735	4.5000	0.9579	0.9611
736	4.5000	0.9579	0.9611
737	3.5000	0.7450	0.7475
738	4.5000	0.9579	0.9611
739	4.5000	0.9579	0.9611
740	4.5000	0.9579	0.9611
741	4.5000	0.9579	0.9611
742	4.5000	0.9579	0.9611
743	4.5000	0.9579	0.9611
744	4.5000	0.9579	0.9611
745	4.5000	0.9579	0.9611
746	4.5000	0.9579	0.9611
747	4.5000	0.9579	0.9611
748	4.5000	0.9579	0.9611
749	4.5000	0.9579	0.9611
750	4.5000	0.9579	0.9611
751	4.5000	0.9579	0.9611
752	3.5000	0.7450	0.7475
753	4.5000	0.9579	0.9611
754	4.5000	0.9579	0.9611
755	4.5000	0.9579	0.9611
756	4.5000	0.9579	0.9611
757	3.5000	0.7450	0.7475
758	4.5000	0.9579	0.9611
759	4.5000	0.9579	0.9611
760	3.5000	0.7450	0.7475
761	4.5000	0.9579	0.9611
762	4.5000	0.9579	0.9611
763	4.5000	0.9579	0.9611
764	4.5000	0.9579	0.9611
765	4.5000	0.9579	0.9611
766	4.5000	0.9579	0.9611
767	4.5000	0.9579	0.9611
768	4.5000	0.9579	0.9611
769	4.5000	0.9579	0.9611
770	4.5000	0.9579	0.9611
771	4.5000	0.9579	0.9611
772	4.5000	0.9579	0.9611
773	4.5000	0.9579	0.9611
774	4.5000	0.9579	0.9611
775	4.5000	0.9579	0.9611
776	4.5000	0.9579	0.9611
777	4.5000	0.9579	0.9611
778	4.5000	0.9579	0.9611
779	4.5000	0.9579	0.9611
780	4.5000	0.9579	0.9611
781	4.5000	0.9579	0.9611
782	4.5000	0.9579	0.9611
783	4.5000	0.9579	0.9611
784	4.5000	0.9579	0.9611
785	4.5000	0.9579	0.9611
786	4.5000	0.9579	0.9611
787	3.5000	0.7450	0.7475
788	4.5000	0.9579	0.9611
789	4.5000	0.9579	0.9611
790	4.5000	0.9579	0.9611
791	4.5000	0.9579	0.9611
792	4.5000	0.9579	0.9611
793	4.5000	0.9579	0.9611
794	3.5000	0.7450	0.7475
795	4.5000	0.9579	0.9611
796	4.5000	0.9579	0.9611
797	4.5000	0.9579	0.9611
798	4.5000	0.9579	0.9611
799	4.5000	0.9579	0.9611
800	3.5000	0.7450	0.7475
801	4.5000	0.9579	0.9611
802	4.5000	0.9579	0.9611
803	4.5000	0.9579	0.9611
804	3.5000	0.7450	0.7475
805	4.5000	0.9579	0.9611
806	4.5000	0.9579	0.9611
807	2.5000	0.5321	0.5340
808	3.5000	0.7450	0.7475
809	4.5000	0.9579	0.9611
810	4.5000	0.9579	0.9611
811	4.5000	0.9579	0.9611
812	4.5000	0.9579	0.9611
813	2.5000	0.5321	0.5340
814	4.5000	0.9579	0.9611
815	4.5000	0.9579	0.9611
816	4.5000	0.9579	0.9611
817	4.5000	0.9579	0.9611
818	4.5000	0.9579	0.9611
