Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
60	6.0000	1.0499	1.0411
61	6.0000	1.0499	1.0411
62	6.0000	1.0499	1.0411
63	6.0000	1.0499	1.0411
64	4.0000	0.6999	0.6941
65	6.0000	1.0499	1.0411
66	6.0000	1.0499	1.0411
67	6.0000	1.0499	1.0411
68	5.0000	0.8749	0.8676
69	6.0000	1.0499	1.0411
70	6.0000	1.0499	1.0411
71	6.0000	1.0499	1.0411
72	6.0000	1.0499	1.0411
73	6.0000	1.0499	1.0411
74	6.0000	1.0499	1.0411
75	6.0000	1.0499	1.0411
76	6.0000	1.0499	1.0411
77	6.0000	1.0499	1.0411
78	6.0000	1.0499	1.0411
79	5.0000	0.8749	0.8676
80	6.0000	1.0499	1.0411
81	5.0000	0.8749	0.8676
82	6.0000	1.0499	1.0411
83	6.0000	1.0499	1.0411
84	6.0000	1.0499	1.0411
85	6.0000	1.0499	1.0411
86	6.0000	1.0499	1.0411
87	6.0000	1.0499	1.0411
88	5.0000	0.8749	0.8676
89	4.0000	0.6999	0.6941
90	5.0000	0.8749	0.8676
91	5.0000	0.8749	0.8676
92	6.0000	1.0499	1.0411
93	5.0000	0.8749	0.8676
94	6.0000	1.0499	1.0411
95	6.0000	1.0499	1.0411
96	6.0000	1.0499	1.0411
97	6.0000	1.0499	1.0411
98	5.0000	0.8749	0.8676
99	6.0000	1.0499	1.0411
100	5.0000	0.8749	0.8676
101	6.0000	1.0499	1.0411
102	6.0000	1.0499	1.0411
103	3.0000	0.5249	0.5206
104	6.0000	1.0499	1.0411
105	6.0000	1.0499	1.0411
106	6.0000	1.0499	1.0411
107	6.0000	1.0499	1.0411
108	5.0000	0.8749	0.8676
109	6.0000	1.0499	1.0411
110	6.0000	1.0499	1.0411
111	5.0000	0.8749	0.8676
112	6.0000	1.0499	1.0411
113	6.0000	1.0499	1.0411
114	5.0000	0.8749	0.8676
115	6.0000	1.0499	1.0411
116	6.0000	1.0499	1.0411
117	6.0000	1.0499	1.0411
118	5.0000	0.8749	0.8676
119	6.0000	1.0499	1.0411
120	6.0000	1.0499	1.0411
121	5.0000	0.8749	0.8676
122	6.0000	1.0499	1.0411
123	6.0000	1.0499	1.0411
124	6.0000	1.0499	1.0411
125	5.0000	0.8749	0.8676
126	5.0000	0.8749	0.8676
127	6.0000	1.0499	1.0411
128	5.0000	0.8749	0.8676
129	4.0000	0.6999	0.6941
130	6.0000	1.0499	1.0411
131	6.0000	1.0499	1.0411
132	6.0000	1.0499	1.0411
133	5.0000	0.8749	0.8676
134	5.0000	0.8749	0.8676
135	6.0000	1.0499	1.0411
136	6.0000	1.0499	1.0411
137	6.0000	1.0499	1.0411
138	6.0000	1.0499	1.0411
139	6.0000	1.0499	1.0411
140	6.0000	1.0499	1.0411
141	5.0000	0.8749	0.8676
142	6.0000	1.0499	1.0411
143	6.0000	1.0499	1.0411
144	5.0000	0.8749	0.8676
145	6.0000	1.0499	1.0411
146	6.0000	1.0499	1.0411
147	6.0000	1.0499	1.0411
148	5.0000	0.8749	0.8676
149	6.0000	1.0499	1.0411
150	6.0000	1.0499	1.0411
151	4.0000	0.6999	0.6941
152	6.0000	1.0499	1.0411
153	5.0000	0.8749	0.8676
154	6.0000	1.0499	1.0411
155	6.0000	1.0499	1.0411
156	6.0000	1.0499	1.0411
157	6.0000	1.0499	1.0411
158	5.0000	0.8749	0.8676
159	6.0000	1.0499	1.0411
160	6.0000	1.0499	1.0411
161	6.0000	1.0499	1.0411
162	6.0000	1.0499	1.0411
163	6.0000	1.0499	1.0411
164	6.0000	1.0499	1.0411
165	6.0000	1.0499	1.0411
166	4.0000	0.6999	0.6941
167	6.0000	1.0499	1.0411
168	5.0000	0.8749	0.8676
169	5.0000	0.8749	0.8676
170	6.0000	1.0499	1.0411
171	6.0000	1.0499	1.0411
172	6.0000	1.0499	1.0411
173	6.0000	1.0499	1.0411
174	5.0000	0.8749	0.8676
175	6.0000	1.0499	1.0411
176	6.0000	1.0499	1.0411
177	6.0000	1.0499	1.0411
178	6.0000	1.0499	1.0411
179	5.0000	0.8749	0.8676
180	6.0000	1.0499	1.0411
181	6.0000	1.0499	1.0411
182	6.0000	1.0499	1.0411
183	6.0000	1.0499	1.0411
184	6.0000	1.0499	1.0411
185	6.0000	1.0499	1.0411
186	6.0000	1.0499	1.0411
187	5.0000	0.8749	0.8676
188	6.0000	1.0499	1.0411
189	6.0000	1.0499	1.0411
190	5.0000	0.8749	0.8676
191	6.0000	1.0499	1.0411
192	6.0000	1.0499	1.0411
193	6.0000	1.0499	1.0411
194	2.0000	0.3500	0.3470
195	6.0000	1.0499	1.0411
196	6.0000	1.0499	1.0411
197	6.0000	1.0499	1.0411
198	6.0000	1.0499	1.0411
199	6.0000	1.0499	1.0411
200	6.0000	1.0499	1.0411
201	6.0000	1.0499	1.0411
202	6.0000	1.0499	1.0411
203	6.0000	1.0499	1.0411
204	6.0000	1.0499	1.0411
205	6.0000	1.0499	1.0411
206	5.0000	0.8749	0.8676
207	6.0000	1.0499	1.0411
208	6.0000	1.0499	1.0411
209	6.0000	1.0499	1.0411
210	6.0000	1.0499	1.0411
211	6.0000	1.0499	1.0411
212	6.0000	1.0499	1.0411
213	6.0000	1.0499	1.0411
214	4.0000	0.6999	0.6941
215	6.0000	1.0499	1.0411
216	6.0000	1.0499	1.0411
217	5.0000	0.8749	0.8676
218	5.0000	0.8749	0.8676
219	6.0000	1.0499	1.0411
220	5.0000	0.8749	0.8676
221	6.0000	1.0499	1.0411
222	5.0000	0.8749	0.8676
223	6.0000	1.0499	1.0411
224	5.0000	0.8749	0.8676
225	6.0000	1.0499	1.0411
226	6.0000	1.0499	1.0411
227	6.0000	1.0499	1.0411
228	4.0000	0.6999	0.6941
229	5.0000	0.8749	0.8676
230	6.0000	1.0499	1.0411
231	6.0000	1.0499	1.0411
232	6.0000	1.0499	1.0411
233	6.0000	1.0499	1.0411
234	5.0000	0.8749	0.8676
235	6.0000	1.0499	1.0411
236	6.0000	1.0499	1.0411
237	6.0000	1.0499	1.0411
238	6.0000	1.0499	1.0411
239	6.0000	1.0499	1.0411
240	6.0000	1.0499	1.0411
241	6.0000	1.0499	1.0411
242	6.0000	1.0499	1.0411
243	6.0000	1.0499	1.0411
244	5.0000	0.8749	0.8676
245	6.0000	1.0499	1.0411
246	6.0000	1.0499	1.0411
247	6.0000	1.0499	1.0411
248	6.0000	1.0499	1.0411
249	6.0000	1.0499	1.0411
250	6.0000	1.0499	1.0411
251	6.0000	1.0499	1.0411
252	5.0000	0.8749	0.8676
253	6.0000	1.0499	1.0411
254	6.0000	1.0499	1.0411
255	6.0000	1.0499	1.0411
256	6.0000	1.0499	1.0411
257	6.0000	1.0499	1.0411
258	6.0000	1.0499	1.0411
259	6.0000	1.0499	1.0411
260	6.0000	1.0499	1.0411
261	4.0000	0.6999	0.6941
262	5.0000	0.8749	0.8676
263	6.0000	1.0499	1.0411
264	5.0000	0.8749	0.8676
265	6.0000	1.0499	1.0411
266	6.0000	1.0499	1.0411
267	4.0000	0.6999	0.6941
268	6.0000	1.0499	1.0411
269	6.0000	1.0499	1.0411
270	6.0000	1.0499	1.0411
271	6.0000	1.0499	1.0411
272	6.0000	1.0499	1.0411
273	6.0000	1.0499	1.0411
274	6.0000	1.0499	1.0411
275	5.0000	0.8749	0.8676
276	4.0000	0.6999	0.6941
277	6.0000	1.0499	1.0411
278	6.0000	1.0499	1.0411
279	6.0000	1.0499	1.0411
280	6.0000	1.0499	1.0411
281	6.0000	1.0499	1.0411
282	6.0000	1.0499	1.0411
283	6.0000	1.0499	1.0411
284	6.0000	1.0499	1.0411
285	6.0000	1.0499	1.0411
286	6.0000	1.0499	1.0411
287	5.0000	0.8749	0.8676
288	5.0000	0.8749	0.8676
289	5.0000	0.8749	0.8676
290	6.0000	1.0499	1.0411
291	6.0000	1.0499	1.0411
292	6.0000	1.0499	1.0411
293	6.0000	1.0499	1.0411
294	6.0000	1.0499	1.0411
295	5.0000	0.8749	0.8676
296	6.0000	1.0499	1.0411
297	6.0000	1.0499	1.0411
298	6.0000	1.0499	1.0411
299	5.0000	0.8749	0.8676
300	5.0000	0.8749	0.8676
301	5.0000	0.8749	0.8676
302	6.0000	1.0499	1.0411
303	6.0000	1.0499	1.0411
304	6.0000	1.0499	1.0411
305	5.0000	0.8749	0.8676
306	6.0000	1.0499	1.0411
307	6.0000	1.0499	1.0411
308	6.0000	1.0499	1.0411
309	6.0000	1.0499	1.0411
310	6.0000	1.0499	1.0411
311	6.0000	1.0499	1.0411
312	6.0000	1.0499	1.0411
313	6.0000	1.0499	1.0411
314	6.0000	1.0499	1.0411
315	6.0000	1.0499	1.0411
316	6.0000	1.0499	1.0411
317	6.0000	1.0499	1.0411
318	6.0000	1.0499	1.0411
319	2.0000	0.3500	0.3470
320	5.0000	0.8749	0.8676
321	5.0000	0.8749	0.8676
322	5.0000	0.8749	0.8676
323	5.0000	0.8749	0.8676
324	6.0000	1.0499	1.0411
325	6.0000	1.0499	1.0411
326	5.0000	0.8749	0.8676
327	6.0000	1.0499	1.0411
328	6.0000	1.0499	1.0411
329	5.0000	0.8749	0.8676
330	6.0000	1.0499	1.0411
331	6.0000	1.0499	1.0411
332	6.0000	1.0499	1.0411
333	6.0000	1.0499	1.0411
334	6.0000	1.0499	1.0411
335	6.0000	1.0499	1.0411
336	6.0000	1.0499	1.0411
337	6.0000	1.0499	1.0411
338	6.0000	1.0499	1.0411
339	4.0000	0.6999	0.6941
340	6.0000	1.0499	1.0411
341	6.0000	1.0499	1.0411
342	5.0000	0.8749	0.8676
343	6.0000	1.0499	1.0411
344	6.0000	1.0499	1.0411
345	6.0000	1.0499	1.0411
346	6.0000	1.0499	1.0411
347	6.0000	1.0499	1.0411
348	6.0000	1.0499	1.0411
349	6.0000	1.0499	1.0411
350	6.0000	1.0499	1.0411
351	6.0000	1.0499	1.0411
352	6.0000	1.0499	1.0411
353	6.0000	1.0499	1.0411
354	6.0000	1.0499	1.0411
355	5.0000	0.8749	0.8676
356	6.0000	1.0499	1.0411
357	6.0000	1.0499	1.0411
358	6.0000	1.0499	1.0411
359	6.0000	1.0499	1.0411
360	5.0000	0.8749	0.8676
361	6.0000	1.0499	1.0411
362	6.0000	1.0499	1.0411
363	6.0000	1.0499	1.0411
364	6.0000	1.0499	1.0411
365	6.0000	1.0499	1.0411
366	5.0000	0.8749	0.8676
367	6.0000	1.0499	1.0411
368	5.0000	0.8749	0.8676
369	6.0000	1.0499	1.0411
370	6.0000	1.0499	1.0411
371	4.0000	0.6999	0.6941
372	6.0000	1.0499	1.0411
373	6.0000	1.0499	1.0411
374	6.0000	1.0499	1.0411
375	6.0000	1.0499	1.0411
376	6.0000	1.0499	1.0411
377	6.0000	1.0499	1.0411
378	6.0000	1.0499	1.0411
379	5.0000	0.8749	0.8676
380	6.0000	1.0499	1.0411
381	6.0000	1.0499	1.0411
382	6.0000	1.0499	1.0411
383	5.0000	0.8749	0.8676
384	6.0000	1.0499	1.0411
385	6.0000	1.0499	1.0411
386	6.0000	1.0499	1.0411
387	6.0000	1.0499	1.0411
388	6.0000	1.0499	1.0411
389	6.0000	1.0499	1.0411
390	4.0000	0.6999	0.6941
391	6.0000	1.0499	1.0411
392	6.0000	1.0499	1.0411
393	6.0000	1.0499	1.0411
394	6.0000	1.0499	1.0411
395	6.0000	1.0499	1.0411
396	6.0000	1.0499	1.0411
397	6.0000	1.0499	1.0411
398	6.0000	1.0499	1.0411
399	5.0000	0.8749	0.8676
400	6.0000	1.0499	1.0411
401	6.0000	1.0499	1.0411
402	5.0000	0.8749	0.8676
403	6.0000	1.0499	1.0411
404	6.0000	1.0499	1.0411
405	5.0000	0.8749	0.8676
406	6.0000	1.0499	1.0411
407	5.0000	0.8749	0.8676
408	6.0000	1.0499	1.0411
409	6.0000	1.0499	1.0411
410	6.0000	1.0499	1.0411
411	6.0000	1.0499	1.0411
412	6.0000	1.0499	1.0411
413	6.0000	1.0499	1.0411
414	6.0000	1.0499	1.0411
415	6.0000	1.0499	1.0411
416	5.0000	0.8749	0.8676
417	5.0000	0.8749	0.8676
418	6.0000	1.0499	1.0411
419	5.0000	0.8749	0.8676
420	6.0000	1.0499	1.0411
421	6.0000	1.0499	1.0411
422	6.0000	1.0499	1.0411
423	6.0000	1.0499	1.0411
424	6.0000	1.0499	1.0411
425	6.0000	1.0499	1.0411
426	6.0000	1.0499	1.0411
427	6.0000	1.0499	1.0411
428	6.0000	1.0499	1.0411
429	6.0000	1.0499	1.0411
430	5.0000	0.8749	0.8676
431	6.0000	1.0499	1.0411
432	6.0000	1.0499	1.0411
433	6.0000	1.0499	1.0411
434	6.0000	1.0499	1.0411
435	6.0000	1.0499	1.0411
436	6.0000	1.0499	1.0411
437	5.0000	0.8749	0.8676
438	6.0000	1.0499	1.0411
439	6.0000	1.0499	1.0411
440	6.0000	1.0499	1.0411
441	6.0000	1.0499	1.0411
442	6.0000	1.0499	1.0411
443	6.0000	1.0499	1.0411
444	6.0000	1.0499	1.0411
445	6.0000	1.0499	1.0411
446	5.0000	0.8749	0.8676
447	6.0000	1.0499	1.0411
448	6.0000	1.0499	1.0411
449	6.0000	1.0499	1.0411
450	6.0000	1.0499	1.0411
451	6.0000	1.0499	1.0411
452	6.0000	1.0499	1.0411
453	5.0000	0.8749	0.8676
454	6.0000	1.0499	1.0411
455	6.0000	1.0499	1.0411
456	6.0000	1.0499	1.0411
457	6.0000	1.0499	1.0411
458	6.0000	1.0499	1.0411
459	6.0000	1.0499	1.0411
460	6.0000	1.0499	1.0411
461	5.0000	0.8749	0.8676
462	6.0000	1.0499	1.0411
463	6.0000	1.0499	1.0411
464	5.0000	0.8749	0.8676
465	6.0000	1.0499	1.0411
466	6.0000	1.0499	1.0411
467	6.0000	1.0499	1.0411
468	6.0000	1.0499	1.0411
469	6.0000	1.0499	1.0411
470	6.0000	1.0499	1.0411
471	6.0000	1.0499	1.0411
472	5.0000	0.8749	0.8676
473	6.0000	1.0499	1.0411
474	6.0000	1.0499	1.0411
475	5.0000	0.8749	0.8676
476	4.0000	0.6999	0.6941
477	6.0000	1.0499	1.0411
478	6.0000	1.0499	1.0411
479	6.0000	1.0499	1.0411
480	5.0000	0.8749	0.8676
481	6.0000	1.0499	1.0411
482	6.0000	1.0499	1.0411
483	6.0000	1.0499	1.0411
484	5.0000	0.8749	0.8676
485	6.0000	1.0499	1.0411
486	6.0000	1.0499	1.0411
487	6.0000	1.0499	1.0411
488	6.0000	1.0499	1.0411
489	6.0000	1.0499	1.0411
490	6.0000	1.0499	1.0411
491	2.0000	0.3500	0.3470
492	5.0000	0.8749	0.8676
493	6.0000	1.0499	1.0411
494	5.0000	0.8749	0.8676
495	6.0000	1.0499	1.0411
496	6.0000	1.0499	1.0411
497	5.0000	0.8749	0.8676
498	6.0000	1.0499	1.0411
499	6.0000	1.0499	1.0411
500	5.0000	0.8749	0.8676
501	5.0000	0.8749	0.8676
502	6.0000	1.0499	1.0411
503	4.0000	0.6999	0.6941
504	6.0000	1.0499	1.0411
505	6.0000	1.0499	1.0411
506	6.0000	1.0499	1.0411
507	6.0000	1.0499	1.0411
508	6.0000	1.0499	1.0411
509	6.0000	1.0499	1.0411
510	6.0000	1.0499	1.0411
511	6.0000	1.0499	1.0411
512	6.0000	1.0499	1.0411
513	6.0000	1.0499	1.0411
514	6.0000	1.0499	1.0411
515	6.0000	1.0499	1.0411
516	6.0000	1.0499	1.0411
517	6.0000	1.0499	1.0411
518	5.0000	0.8749	0.8676
519	6.0000	1.0499	1.0411
520	6.0000	1.0499	1.0411
521	6.0000	1.0499	1.0411
522	6.0000	1.0499	1.0411
523	6.0000	1.0499	1.0411
524	6.0000	1.0499	1.0411
525	6.0000	1.0499	1.0411
526	6.0000	1.0499	1.0411
527	6.0000	1.0499	1.0411
528	6.0000	1.0499	1.0411
529	6.0000	1.0499	1.0411
530	6.0000	1.0499	1.0411
531	6.0000	1.0499	1.0411
532	6.0000	1.0499	1.0411
533	6.0000	1.0499	1.0411
534	6.0000	1.0499	1.0411
535	6.0000	1.0499	1.0411
536	6.0000	1.0499	1.0411
537	6.0000	1.0499	1.0411
538	6.0000	1.0499	1.0411
539	5.0000	0.8749	0.8676
540	6.0000	1.0499	1.0411
541	6.0000	1.0499	1.0411
542	6.0000	1.0499	1.0411
543	5.0000	0.8749	0.8676
544	6.0000	1.0499	1.0411
545	5.0000	0.8749	0.8676
546	6.0000	1.0499	1.0411
547	6.0000	1.0499	1.0411
548	3.0000	0.5249	0.5206
549	6.0000	1.0499	1.0411
550	6.0000	1.0499	1.0411
551	6.0000	1.0499	1.0411
552	6.0000	1.0499	1.0411
553	6.0000	1.0499	1.0411
554	6.0000	1.0499	1.0411
555	6.0000	1.0499	1.0411
556	6.0000	1.0499	1.0411
557	6.0000	1.0499	1.0411
558	6.0000	1.0499	1.0411
559	6.0000	1.0499	1.0411
560	5.0000	0.8749	0.8676
561	6.0000	1.0499	1.0411
562	6.0000	1.0499	1.0411
563	6.0000	1.0499	1.0411
564	6.0000	1.0499	1.0411
565	6.0000	1.0499	1.0411
566	6.0000	1.0499	1.0411
567	6.0000	1.0499	1.0411
568	4.0000	0.6999	0.6941
569	5.0000	0.8749	0.8676
570	6.0000	1.0499	1.0411
571	6.0000	1.0499	1.0411
572	6.0000	1.0499	1.0411
573	6.0000	1.0499	1.0411
574	6.0000	1.0499	1.0411
575	6.0000	1.0499	1.0411
576	6.0000	1.0499	1.0411
577	6.0000	1.0499	1.0411
578	6.0000	1.0499	1.0411
579	6.0000	1.0499	1.0411
580	6.0000	1.0499	1.0411
581	6.0000	1.0499	1.0411
582	6.0000	1.0499	1.0411
583	6.0000	1.0499	1.0411
584	6.0000	1.0499	1.0411
585	6.0000	1.0499	1.0411
586	5.0000	0.8749	0.8676
587	6.0000	1.0499	1.0411
588	6.0000	1.0499	1.0411
589	6.0000	1.0499	1.0411
590	5.0000	0.8749	0.8676
591	5.0000	0.8749	0.8676
592	6.0000	1.0499	1.0411
593	6.0000	1.0499	1.0411
594	6.0000	1.0499	1.0411
595	6.0000	1.0499	1.0411
596	6.0000	1.0499	1.0411
597	6.0000	1.0499	1.0411
598	6.0000	1.0499	1.0411
599	6.0000	1.0499	1.0411
600	6.0000	1.0499	1.0411
601	6.0000	1.0499	1.0411
602	6.0000	1.0499	1.0411
603	6.0000	1.0499	1.0411
604	6.0000	1.0499	1.0411
605	6.0000	1.0499	1.0411
606	6.0000	1.0499	1.0411
607	5.0000	0.8749	0.8676
608	6.0000	1.0499	1.0411
609	5.0000	0.8749	0.8676
610	6.0000	1.0499	1.0411
611	6.0000	1.0499	1.0411
612	6.0000	1.0499	1.0411
613	6.0000	1.0499	1.0411
614	4.0000	0.6999	0.6941
615	6.0000	1.0499	1.0411
616	6.0000	1.0499	1.0411
617	5.0000	0.8749	0.8676
618	6.0000	1.0499	1.0411
619	6.0000	1.0499	1.0411
620	6.0000	1.0499	1.0411
621	6.0000	1.0499	1.0411
622	6.0000	1.0499	1.0411
623	6.0000	1.0499	1.0411
624	6.0000	1.0499	1.0411
625	6.0000	1.0499	1.0411
626	6.0000	1.0499	1.0411
627	6.0000	1.0499	1.0411
628	6.0000	1.0499	1.0411
629	6.0000	1.0499	1.0411
630	5.0000	0.8749	0.8676
631	6.0000	1.0499	1.0411
632	6.0000	1.0499	1.0411
633	6.0000	1.0499	1.0411
634	6.0000	1.0499	1.0411
635	6.0000	1.0499	1.0411
636	5.0000	0.8749	0.8676
637	6.0000	1.0499	1.0411
638	6.0000	1.0499	1.0411
639	6.0000	1.0499	1.0411
640	6.0000	1.0499	1.0411
641	5.0000	0.8749	0.8676
642	6.0000	1.0499	1.0411
643	5.0000	0.8749	0.8676
644	6.0000	1.0499	1.0411
645	6.0000	1.0499	1.0411
646	6.0000	1.0499	1.0411
647	6.0000	1.0499	1.0411
648	6.0000	1.0499	1.0411
649	3.0000	0.5249	0.5206
650	6.0000	1.0499	1.0411
651	5.0000	0.8749	0.8676
652	5.0000	0.8749	0.8676
653	6.0000	1.0499	1.0411
654	6.0000	1.0499	1.0411
655	5.0000	0.8749	0.8676
656	6.0000	1.0499	1.0411
657	6.0000	1.0499	1.0411
658	6.0000	1.0499	1.0411
659	5.0000	0.8749	0.8676
660	6.0000	1.0499	1.0411
661	6.0000	1.0499	1.0411
662	6.0000	1.0499	1.0411
663	5.0000	0.8749	0.8676
664	6.0000	1.0499	1.0411
665	5.0000	0.8749	0.8676
666	5.0000	0.8749	0.8676
667	6.0000	1.0499	1.0411
668	6.0000	1.0499	1.0411
669	5.0000	0.8749	0.8676
670	6.0000	1.0499	1.0411
671	6.0000	1.0499	1.0411
672	5.0000	0.8749	0.8676
673	6.0000	1.0499	1.0411
674	6.0000	1.0499	1.0411
675	6.0000	1.0499	1.0411
676	6.0000	1.0499	1.0411
677	6.0000	1.0499	1.0411
678	6.0000	1.0499	1.0411
679	6.0000	1.0499	1.0411
680	6.0000	1.0499	1.0411
681	6.0000	1.0499	1.0411
682	6.0000	1.0499	1.0411
683	5.0000	0.8749	0.8676
684	5.0000	0.8749	0.8676
685	5.0000	0.8749	0.8676
686	6.0000	1.0499	1.0411
687	5.0000	0.8749	0.8676
688	6.0000	1.0499	1.0411
689	6.0000	1.0499	1.0411
690	6.0000	1.0499	1.0411
691	6.0000	1.0499	1.0411
692	6.0000	1.0499	1.0411
693	6.0000	1.0499	1.0411
694	6.0000	1.0499	1.0411
695	5.0000	0.8749	0.8676
696	5.0000	0.8749	0.8676
697	6.0000	1.0499	1.0411
698	6.0000	1.0499	1.0411
699	6.0000	1.0499	1.0411
700	6.0000	1.0499	1.0411
701	6.0000	1.0499	1.0411
702	6.0000	1.0499	1.0411
703	5.0000	0.8749	0.8676
704	5.0000	0.8749	0.8676
705	6.0000	1.0499	1.0411
706	6.0000	1.0499	1.0411
707	6.0000	1.0499	1.0411
708	6.0000	1.0499	1.0411
709	6.0000	1.0499	1.0411
710	6.0000	1.0499	1.0411
711	6.0000	1.0499	1.0411
712	6.0000	1.0499	1.0411
713	6.0000	1.0499	1.0411
714	5.0000	0.8749	0.8676
715	6.0000	1.0499	1.0411
716	6.0000	1.0499	1.0411
717	6.0000	1.0499	1.0411
718	6.0000	1.0499	1.0411
719	6.0000	1.0499	1.0411
720	5.0000	0.8749	0.8676
721	6.0000	1.0499	1.0411
722	6.0000	1.0499	1.0411
723	6.0000	1.0499	1.0411
724	5.0000	0.8749	0.8676
725	6.0000	1.0499	1.0411
726	4.0000	0.6999	0.6941
727	6.0000	1.0499	1.0411
728	6.0000	1.0499	1.0411
729	6.0000	1.0499	1.0411
730	5.0000	0.8749	0.8676
731	6.0000	1.0499	1.0411
732	6.0000	1.0499	1.0411
733	4.0000	0.6999	0.6941
734	6.0000	1.0499	1.0411
735	6.0000	1.0499	1.0411
736	6.0000	1.0499	1.0411
737	6.0000	1.0499	1.0411
738	5.0000	0.8749	0.8676
739	6.0000	1.0499	1.0411
740	6.0000	1.0499	1.0411
741	5.0000	0.8749	0.8676
742	5.0000	0.8749	0.8676
743	6.0000	1.0499	1.0411
744	6.0000	1.0499	1.0411
745	5.0000	0.8749	0.8676
746	6.0000	1.0499	1.0411
747	6.0000	1.0499	1.0411
748	6.0000	1.0499	1.0411
749	6.0000	1.0499	1.0411
750	6.0000	1.0499	1.0411
751	5.0000	0.8749	0.8676
752	6.0000	1.0499	1.0411
753	6.0000	1.0499	1.0411
754	6.0000	1.0499	1.0411
755	5.0000	0.8749	0.8676
756	6.0000	1.0499	1.0411
757	6.0000	1.0499	1.0411
758	6.0000	1.0499	1.0411
759	6.0000	1.0499	1.0411
760	6.0000	1.0499	1.0411
761	6.0000	1.0499	1.0411
762	6.0000	1.0499	1.0411
763	6.0000	1.0499	1.0411
764	6.0000	1.0499	1.0411
765	6.0000	1.0499	1.0411
766	6.0000	1.0499	1.0411
767	6.0000	1.0499	1.0411
768	5.0000	0.8749	0.8676
769	6.0000	1.0499	1.0411
770	5.0000	0.8749	0.8676
771	5.0000	0.8749	0.8676
772	5.0000	0.8749	0.8676
773	6.0000	1.0499	1.0411
774	6.0000	1.0499	1.0411
775	4.0000	0.6999	0.6941
776	6.0000	1.0499	1.0411
777	5.0000	0.8749	0.8676
778	6.0000	1.0499	1.0411
779	6.0000	1.0499	1.0411
780	6.0000	1.0499	1.0411
781	5.0000	0.8749	0.8676
782	6.0000	1.0499	1.0411
783	6.0000	1.0499	1.0411
784	5.0000	0.8749	0.8676
785	6.0000	1.0499	1.0411
786	5.0000	0.8749	0.8676
787	6.0000	1.0499	1.0411
788	6.0000	1.0499	1.0411
789	6.0000	1.0499	1.0411
790	6.0000	1.0499	1.0411
791	6.0000	1.0499	1.0411
792	6.0000	1.0499	1.0411
793	6.0000	1.0499	1.0411
794	5.0000	0.8749	0.8676
795	6.0000	1.0499	1.0411
796	6.0000	1.0499	1.0411
797	6.0000	1.0499	1.0411
798	6.0000	1.0499	1.0411
799	6.0000	1.0499	1.0411
800	6.0000	1.0499	1.0411
801	6.0000	1.0499	1.0411
802	5.0000	0.8749	0.8676
803	6.0000	1.0499	1.0411
804	5.0000	0.8749	0.8676
805	6.0000	1.0499	1.0411
806	6.0000	1.0499	1.0411
807	6.0000	1.0499	1.0411
808	6.0000	1.0499	1.0411
809	6.0000	1.0499	1.0411
810	6.0000	1.0499	1.0411
811	6.0000	1.0499	1.0411
812	5.0000	0.8749	0.8676
813	6.0000	1.0499	1.0411
814	6.0000	1.0499	1.0411
815	6.0000	1.0499	1.0411
816	6.0000	1.0499	1.0411
817	6.0000	1.0499	1.0411
818	6.0000	1.0499	1.0411
